OBJECTID,ANCHORNAME,ADDRESS,BLDGNBR,PREDIR,STREETNAME,STREETTYPE,SUFFDIR,CITY,STATECODE,ZIP5,ZIP4,LATITUDE,LONGITUDE,CAICAT,BBSERVICE,PublicWifi,URL,TRANSTECH,FULLFIPSID,CAIID,SubScrbDow,SubSrbUP,confidence
4752,THE ACADEMY I,"209 Bergen Ave Jersey City, NJ 07305-1524 United States",209,,Bergen Ave Jersey City,,,Jersey City,NJ,7305,,40.709432,-74.084426,1,Y,U,,10,3.4017E+14,3.40783E+11,ZZ,ZZ,3
4754,THEODORE ROOSEVELT SCHOOL,"1 Louisa Pl Weehawken, NJ 07086-7108 United States",1,,Louisa Pl Weehawken,,,Weehawken,NJ,7086,,40.77583,-74.01568,1,Y,N,http://www.weehawken.k12.nj.us/weehawken/schools/Roosevelt/roosevelt.html,50,3.4017E+14,3.41731E+11,9,9,4
4756,THEODORE ROOSEVELT ELEMENTARY SCHOOL,"4507 Hudson Ave Union City, NJ 07087-6379 United States",4507,,Hudson Ave Union City,,,Union City,NJ,7087,,40.777905,-74.019975,1,Y,U,,50,3.4017E+14,3.41638E+11,10,ZZ,4
4765,WAHLSTROM EARLY CHILDHOOD ACADEMY,"340 Prospect St East Orange, NJ 07017-3330 United States",340,,Prospect St East Orange,,,East Orange,NJ,7017,,40.776059,-74.208367,1,Y,U,,10,3.4013E+14,3.40423E+11,7,ZZ,3
4773,WHITNEY E. HOUSTON ACADEMY,"215 Dodd St East Orange, NJ 07017-2106 United States",215,,Dodd St East Orange,,,East Orange,NJ,7017,,40.781509,-74.212044,1,Y,U,,10,3.4013E+14,3.40423E+11,7,ZZ,3
4774,"WHITNEY M. YOUNG, JR. SCHOOL","135 Stegman St Jersey City, NJ 07305-3208 United States",135,,Stegman St Jersey City,,,Jersey City,NJ,7305,,40.70406,-74.083061,1,Y,U,,10,3.4017E+14,3.40783E+11,ZZ,ZZ,3
4777,WILLIAM L DICKINSON HIGH SCHOOL,"2 Palisade Ave Jersey City, NJ 07306-1202 United States",2,,Palisade Ave Jersey City,,,Jersey City,NJ,7306,,40.730091,-74.055061,1,Y,U,,10,3.4017E+14,3.40783E+11,ZZ,ZZ,3
4781,WILSON ELEMENTARY SCHOOL,"Orton Road, West Caldwell, NJ 07006, USA",N/A,,ORTON ROAD,,,Caldwell,NJ,7006,,40.8344387,-74.30191,1,Y,Y,http://www.cwcboe.org/wilson/site/default.asp,50,3.4013E+14,3.40258E+11,10,10,4
4794,YCS MAY ACADEMY JERSEY CITY,"36 Emory St Jersey City, NJ 07304-2565 United States",36,,Emory St Jersey City,,,Jersey City,NJ,7304,,40.719711,-74.072769,1,Y,U,,-999,3.4017E+14,ZZZZ,10,ZZ,3
4805,CALDWELL FREE PUBLIC LIBRARY,"268 BLOOMFIELD AVENUE, CALDWELL, NJ 07006",268,,BLOOMFIELD AVENUE,,,CALDWELL,NJ,7006,,40.838297,-74.274195,2,Y,U,,50,3.4013E+14,NJ0112002,6,3,4
4808,GLEN RIDGE FREE PUBLIC LIBRARY,"240 RIDGEWOOD AVENUE, GLEN RIDGE, NJ 07028",240,,RIDGEWOOD AVENUE,,,GLEN RIDGE,NJ,7028,,40.801119,-74.203567,2,Y,U,,50,3.4013E+14,NJ0116002,ZZ,3,4
4840,ROSELAND PUBLIC LIBRARY,"20 ROSELAND AVENUE, ROSELAND, NJ 07068",20,,ROSELAND AVENUE,,,ROSELAND,NJ,7068,,40.822989,-74.292187,2,Y,U,,41,3.4013E+14,NJ0125002,ZZ,ZZ,4
4857,CENTRAL PHARMACY,"335 60th St West New York, NJ 07093-5412 United States, West New York, New Jersey 07093",335,,60th St West New York,,,West New York,NJ,7093,,40.787769,-74.014053,3,U,U,,0,3.4017E+14,,,,0
4858,"Precious Littles Early Childhood Development Center, Inc.","1099 S Orange Ave Newark, NJ  07106-1509 United States",1099,,S Orange Ave Newark,,,Newark,NJ,7106,,40.745655,-74.2344,7,Y,Y,www.preciouslittles.net,20,3.4013E+14,,4,4,1
4865,Palisades Medical Center,"7600 River Rd,North Bergen NJ 07047-6217, North Bergen, New Jersey 07047",7600,,River Rd,,,North Bergen,NJ,7047,,40.793442,-73.99752,3,U,U,,0,3.4017E+14,,,,0
4883,PATHMARK #72-186,"295 Ferry Street, Newark, NJ 07105, USA, Newark, NJ 07105",295,,"Ferry Street, Newark",,,Newark,NJ,7105,,40.728251,-74.151685,3,U,U,,0,3.4013E+14,,,,0
4886,PATHMARK #72-223,"167 Bergen Street, Newark, NJ 07103, USA, Newark, NJ 07103",167,,"Bergen Street, Newark",,,Newark,NJ,7103,,40.7400628,-74.1927644,3,U,U,,0,3.4013E+14,,,,0
4892,Dr Simon B Santos Md,"410 36th Street,Union City NJ 07087, Union City, New Jersey 07087",410,,36th Street,,,Union City,NJ,7087,,40.7738,-74.027039,3,U,U,,0,3.4017E+14,,,,0
4902,Ellen Black  Md,"1061 Avenue C,Bayonne NJ 07002, Bayonne, New Jersey 07002",1061,,Avenue C,,,Bayonne,NJ,7002,,40.684678,-74.10399,3,U,U,,0,3.4017E+14,,,,0
4910,HOHOKUS SCHOOL-RETS NUTLEY,103 Park Ave,103,,Park Ave,,,Nutley,NJ,7110,,40.810769,-74.144261,5,U,U,,0,3.4013E+14,185721,,,0
4916,The Spine & Sports Health Center,"764 Broadway,Bayonne NJ 07002, Bayonne, New Jersey 07002",764,,Broadway,,,Bayonne,NJ,7002,,40.673092,-74.110519,3,U,U,,0,3.4017E+14,,,,0
4919,UMDNJ,"65 Bergen St Newark, NJ 07107-3006 United States",65,,Bergen St Newark,,,Newark,NJ,7107,,40.743221,-74.190924,4,U,U,,0,3.4013E+14,,,,0
4925,Northeastern Gastroenterology Assoc Pa,"24 Merchant Street,Newark NJ 07105, Newark, New Jersey 07105",24,,Merchant Street,,,Newark,NJ,7105,,40.728859,-74.154778,3,U,U,,0,3.4013E+14,,,,0
4926,PATHMARK #72-224,"471 Lyons Avenue, Irvington, NJ 07111, USA, Irvington, NJ 07111",471,,"Lyons Avenue, Irvington",,,Irvington,NJ,7111,,40.7152331,-74.2241772,3,U,U,,0,3.4013E+14,,,,0
4949,UNITED DRUGS,"507 Central Ave Newark, NJ 07107-1431 United States, Newark, New Jersey 07107",507,,Central Ave Newark,,,Newark,NJ,7107,,40.748451,-74.194488,3,U,U,,0,3.4013E+14,,,,0
4955,MOUNT CARMEL GUILD ACADEMY,"100 Valley Way West Orange, NJ 07052-5832 United States",100,,Valley Way West Orange,,,West Orange,NJ,7052,,40.79526,-74.234593,1,U,U,,-999,3.4013E+14,A9104393,,,0
4956,GREENVILLE BRANCH,"1841 KENNEDY BLVD., JERSEY CITY, NJ 07305",1841,,KENNEDY BLVD.,,,JERSEY CITY,NJ,7305,,40.702481,-74.091626,2,U,U,,0,3.4017E+14,NJ0149007,,,0
4960,NEW TESTAMENT CHURCH SCHOOL,"511 Orange St Newark, NJ 07107-2128 United States",511,,Orange St Newark,,,Newark,NJ,7107,,40.75386,-74.192078,1,U,U,,0,3.4013E+14,A0302113,,,0
4963,Lucio A Cardoso Md,"253 Lafayette Street,Newark NJ 07105, Newark, New Jersey 07105",253,,Lafayette Street,,,Newark,NJ,7105,,40.72865,-74.16169,3,U,U,,0,3.4013E+14,,,,0
4965,SOUTH BROAD DRUGS,"1094 Broad St Newark, NJ 07114-2004 United States, Newark, New Jersey 07114",1094,,Broad St Newark,,,Newark,NJ,7114,,40.724376,-74.178752,3,U,U,,0,3.4013E+14,,,,0
4966,ST VINCENT ACADEMY,"228 W Market St Newark, NJ 07103-2715 United States",228,,W Market St Newark,,,Newark,NJ,7103,,40.742897,-74.18651,1,U,U,,0,3.4013E+14,861638,,,0
4976,YCS MAY ACADEMY,"36 Emory St Jersey City, NJ 07304-2565 United States",36,,Emory St Jersey City,,,Jersey City,NJ,7304,,40.719711,-74.072769,1,U,U,,0,3.4017E+14,A9702282,,,0
4983,BAYONNE FREE PUBLIC LIBRARY,"697 AVENUE C, BAYONNE, NJ 07002",697,,AVENUE C,,,BAYONNE,NJ,7002,,40.671415,-74.115222,2,U,U,,0,3.4017E+14,NJ0146002,,,0
4989,HAPPY TIME PRESCHOOL,"18 Davis Ave Kearny, NJ 07032-3361 United States",18,,Davis Ave Kearny,,,Kearny,NJ,7032,,40.754028,-74.150101,1,U,U,,0,3.4017E+14,A0106582,,,0
4990,LEARN TO LOVE,"23 Mill Rd, Irvington, NJ 07111",23,,Mill Rd,,,Irvington,NJ,7111,,40.713809,-74.249615,1,U,U,,0,3.4013E+14,A1171097,,,0
5024,UNIVERSITY HOSPITAL,"150 Bergen Street, Newark, NJ 07103, USA, Newark, NJ 07103",150,,"Bergen Street, Newark",,,Newark,NJ,7103,,40.7401189,-74.1920054,3,U,U,,0,3.4013E+14,,,,0
5025,IRONBOUND CATHOLIC ACADEMY,"366 E Kinney St Newark, NJ 07105-2502 United States",366,,E Kinney St Newark,,,Newark,NJ,7105,,40.722951,-74.159194,1,U,U,,0,3.4013E+14,863872,,,0
5037,LINK COMMUNITY SCHOOL,"23 Pennsylvania Ave Newark, NJ 07114-2007 United States",23,,Pennsylvania Ave Newark,,,Newark,NJ,7114,,40.72508,-74.18015,1,U,U,,0,3.4013E+14,A9300600,,,0
5066,A PLEASANT DAY NURSERY SCHOOL,"8 Academy Rd Caldwell, NJ 07006-5401 United States",8,,Academy Rd Caldwell,,,Caldwell,NJ,7006,,40.84186,-74.28067,1,U,U,,0,3.4013E+14,A0106289,,,0
5067,MILLER BRANCH,"489 BERGEN AVE., JERSEY CITY, NJ 07304",489,,BERGEN AVE.,,,JERSEY CITY,NJ,7304,,40.717713,-74.076564,2,U,U,,0,3.4017E+14,NJ0149011,,,0
5071,A STEP AHEAD PRESCHOOL,"610 76th St North Bergen, NJ 07047-4906 United States",610,,76th St North Bergen,,,North Bergen,NJ,7047,,40.80056,-74.009117,1,U,U,,0,3.4017E+14,A0106293,,,0
5095,Shrenik G Shah Md,"55 W Passaic Ave,Bloomfield NJ 07003-4502, Bloomfield, New Jersey 07003",55,,W Passaic Ave,,,Bloomfield,NJ,7003,,40.834202,-74.178322,3,U,U,,0,3.4013E+14,,,,0
5107,Women's Health Collaboative,"29 The Crescent,Montclair NJ 07042, Montclair, New Jersey 07042",29,,The Crescent,,,Montclair,NJ,7042,,40.813129,-74.220093,3,U,U,,0,3.4013E+14,,,,0
5115,ABUNDANT LIFE ACADEMY,"390 Washington Ave Nutley, NJ 07110-3603 United States",390,,Washington Ave Nutley,,,Nutley,NJ,7110,,40.81929,-74.142258,1,U,U,,0,3.4013E+14,A9104404,,,0
5126,AL GHAZALY SCHOOL,"17 Park St Jersey City, NJ 07304-2903 United States",17,,Park St Jersey City,,,Jersey City,NJ,7304,,40.716728,-74.069099,1,U,U,,0,3.4017E+14,A9104270,,,0
5131,ALIF MUHAMMAD'S NIA SCHOOL,"50 Park Pl, Lbby 6 Newark, NJ 07102-4302 United States",50,,Park Pl,,,Newark,NJ,7102,,40.739239,-74.168556,1,U,U,,0,3.4013E+14,A0701486,,,0
5133,ALL SAINTS CATHOLIC ACADEMY,"19 W 13th St Bayonne, NJ 07002-1437 United States",19,,W 13th St Bayonne,,,Bayonne,NJ,7002,,40.65733,-74.124974,1,U,U,,0,3.4017E+14,A1101455,,,0
5139,ALPHA & OMEGA CHRISTIAN SCHOOL,"4 Fleming Ave Newark, NJ 07105-3608 United States",4,,Fleming Ave Newark,,,Newark,NJ,7105,,40.7305,-74.14824,1,U,U,,0,3.4013E+14,A0106480,,,0
5165,BADR SCHOOL,"539 Bergen Ave Jersey City, NJ 07304-2504 United States",539,,Bergen Ave Jersey City,,,Jersey City,NJ,7304,,40.71904,-74.074608,1,U,U,,0,3.4017E+14,A9104351,,,0
5180,BEACON CHRISTIAN ACADEMY,"30 Prospect Ave Bayonne, NJ 07002-4518 United States",30,,Prospect Ave Bayonne,,,Bayonne,NJ,7002,,40.660583,-74.116213,1,U,U,,0,3.4017E+14,A9303562,,,0
5194,BLESSED POPE JOHN XXIII ACADEMY,"8 Saint Cloud Pl West Orange, NJ 07052-3210 United States",8,,Saint Cloud Pl West Orange,,,West Orange,NJ,7052,,40.775112,-74.26259,1,U,U,,0,3.4013E+14,863588,,,0
5225,CALVARY CHRISTIAN SCHOOL,"17 Lyons Ave Newark, NJ 07112-2435 United States",17,,Lyons Ave Newark,,,Newark,NJ,7112,,40.706032,-74.206581,1,U,U,,0,3.4013E+14,869896,,,0
5278,CHRIST THE KING PREPATORY SCHOOL,"239 Woodside Ave Newark, NJ 07104-3113 United States",239,,Woodside Ave Newark,,,Newark,NJ,7104,,40.774388,-74.165036,1,U,U,,0,3.4013E+14,A1101473,,,0
5284,CLARK SCHOOL,"671 Park Ave East Orange, NJ 07017-1502 United States",671,,Park Ave East Orange,,,East Orange,NJ,7017,,40.773369,-74.219269,1,U,U,,0,3.4013E+14,870052,,,0
5286,CLOCK WORK LEARNING CENTER,"627 Mt Pleasant Ave West Orange, NJ 07052-1441 United States",627,,Mt Pleasant Ave West Orange,,,West Orange,NJ,7052,,40.792412,-74.282112,1,U,U,,0,3.4013E+14,A9104448,,,0
5301,CONCORDIA LEARNING CENTER AT ST JOSEPH'S SCHOOL,"761 Summit Ave Jersey City, NJ 07307-3831 United States",761,,Summit Ave Jersey City,,,Jersey City,NJ,7307,,40.741854,-74.055258,1,U,U,,0,3.4017E+14,2117968,,,0
5343,EACH 1 TEACH 1 ACADEMY,"59 Dodd St Bloomfield, NJ 07003-4615 United States",59,,Dodd St Bloomfield,,,Bloomfield,NJ,7003,,40.782799,-74.199089,1,U,U,,0,3.4013E+14,A1171030,,,0
5344,EARLY CHILDHOOD ACADEMY OF EXCELLENCE,"534 Clinton Ave Newark, NJ 07108-1702 United States",534,,Clinton Ave Newark,,,Newark,NJ,7108,,40.722031,-74.202789,1,U,U,,-999,3.4013E+14,3.41134E+11,,,0
5345,EARLY LEARNING CENTER,"56 Pier Ln Fairfield, NJ 07004-2113 United States",56,,Pier Ln Fairfield,,,Fairfield,NJ,7004,,40.884029,-74.269669,1,U,U,,-999,3.4013E+14,A0106502,,,0
5356,ESSEX VALLEY SCHOOL,"1 Henderson Dr West Caldwell, NJ 07006-6607 United States",1,,Henderson Dr West Caldwell,,,West Caldwell,NJ,7006,,40.85669,-74.306923,1,U,U,,-999,3.4013E+14,ZZZZ,,,0
5361,FAR BROOK SCHOOL,"52 Great Hills Rd Short Hills, NJ 07078-3010 United States",52,,Great Hills Rd Short Hills,,,Short Hills,NJ,7078,,40.747219,-74.31501,1,U,U,,0,3.4013E+14,870063,,,0
5368,FIRST CHRISTIAN PENTECOSTAL,"441 Jersey Ave Jersey City, NJ 07302-4027 United States",441,,Jersey Ave Jersey City,,,Jersey City,NJ,7302,,40.71743,-74.048431,1,U,U,,0,3.4017E+14,A9300567,,,0
5381,FULL WILL OF GOD CHRISTIAN ACADEMY,"81 Martin Luther King Jr Dr Jersey City, NJ 07305-3027 United States",81,,Martin Luther King Jr Dr Jersey City,,,Jersey City,NJ,7305,,40.702962,-74.088307,1,U,U,,0,3.4017E+14,A0902149,,,0
5383,GARDEN ACADEMY,"276 Parker Ave Maplewood, NJ 07040-1638 United States",276,,Parker Ave Maplewood,,,Maplewood,NJ,7040,,40.730983,-74.245907,1,U,U,,-999,3.4013E+14,ZZZZ,,,0
5398,GOLDA OCH ACADEMY,"1418 Pleasant Valley Way West Orange, NJ 07052-1313 United States",1418,,Pleasant Valley Way West Orange,,,West Orange,NJ,7052,,40.77528,-74.28186,1,U,U,,0,3.4013E+14,A0502343,,,0
5402,GOOD SHEPHERD ACADEMY,"24 Brookline Ave Nutley, NJ 07110-2902 United States",24,,Brookline Ave Nutley,,,Nutley,NJ,7110,,40.809891,-74.161217,1,U,U,,0,3.4013E+14,861693,,,0
5405,GOOD SHEPHERD LITTLE ONES,"780 Kearny Ave Kearny, NJ 07032-3145 United States",780,,Kearny Ave Kearny,,,Kearny,NJ,7032,,40.77861,-74.141052,1,U,U,,0,3.4017E+14,A0902156,,,0
5414,GROWING GARDEN PRESCHOOL & KINDERGARTEN,"962 South Orange Ave Newark, NJ 07106-1801 United States",962,,South Orange Ave Newark,,,Newark,NJ,7106,,40.746422,-74.227966,1,U,U,,0,3.4013E+14,A0106549,,,0
5420,HAMILTON PARK MONTESSORI SCHOOL,"1 McWilliams Pl, Jersey City, NJ 07302",1,,McWilliams Pl,,,Jersey City,NJ,7302,,40.727215,-74.043823,1,U,U,,0,3.4017E+14,A1101489,,,0
5422,HARMONY DAY CARE CENTER AND SPECIAL PROGRAMS,"1160 Clinton Ave Irvington, NJ 07111-2045 United States",1160,,Clinton Ave Irvington,,,Irvington,NJ,7111,,40.727508,-74.230179,1,U,U,,0,3.4013E+14,A1171050,,,0
5432,HOBOKEN CATHOLIC ACADEMY,"555 7th St Hoboken, NJ 07030-6326 United States",555,,7th St Hoboken,,,Hoboken,NJ,7030,,40.746236,-74.03723,1,U,U,,0,3.4017E+14,862697,,,0
5434,HOLY FAMILY ACADEMY,"239 Avenue A Bayonne, NJ 07002-1269 United States",239,,Avenue A Bayonne,,,Bayonne,NJ,7002,,40.656304,-74.133588,1,U,U,,0,3.4017E+14,863985,,,0
5448,HUDSON CATHOLIC REGIONAL HIGH SCHOOL,"790 Bergen Ave Jersey City, NJ 07306-4535 United States",790,,Bergen Ave Jersey City,,,Jersey City,NJ,7306,,40.726719,-74.067383,1,U,U,,0,3.4017E+14,862314,,,0
5458,IMMACULATE CONCEPTION HIGH SCHOOL,"33 Cottage Pl Montclair, NJ 07042-3402 United States",33,,Cottage Pl Montclair,,,Montclair,NJ,7042,,40.816347,-74.216419,1,U,U,,0,3.4013E+14,864005,,,0
5474,JAMAS CHILDREN'S UNIVERSITY,"86 Washington St, Ste C1 East Orange, NJ 07017-1027 United States",86,,Washington St,,,East Orange,NJ,7017,,40.772442,-74.219841,1,U,U,,0,3.4013E+14,A9502777,,,0
5477,JERSEY CITY GLOBAL CHARTER SCHOOL,"22 Nelson Ave Jersey City, NJ 07307-4004 United States",22,,Nelson Ave Jersey City,,,Jersey City,NJ,7307,,40.75293,-74.05266,1,U,U,,-999,3.4017E+14,ZZZZ,,,0
5483,JEWISH COMMUNITY CENTER METROWEST ROSS CAMPUS,"760 Northfield Ave West Orange, NJ 07052-1102 United States",760,,Northfield Ave West Orange,,,West Orange,NJ,7052,,40.768398,-74.295723,1,U,U,,0,3.4013E+14,A9903019,,,0
5488,JJC HUDSON COUNTY DETENTION CENTER,"635 County Ave Secaucus, NJ 07094-2605 United States",635,,County Ave Secaucus,,,Secaucus,NJ,7094,,40.784767,-74.056323,1,U,U,,-999,3.4017E+14,3.40009E+11,,,0
5498,JOSEPH'S SCHOOL OF TOMORROW,"1510 John F Kennedy Blvd Jersey City, NJ 07305-1707 United States",1510,,John F Kennedy Blvd Jersey City,,,Jersey City,NJ,7305,,40.6936,-74.10102,1,U,U,,0,3.4017E+14,A1101496,,,0
5504,KAY'S CHRISTIAN PLACE & LEARNING CENTER,"45 McWhorter St Newark, NJ 07105-1410 United States",45,,McWhorter St Newark,,,Newark,NJ,7105,,40.731488,-74.164764,1,U,U,,0,3.4013E+14,A0106646,,,0
5505,KEARNY CHRISTIAN ACADEMY,"22 Wilson Ave Kearny, NJ 07032-1904 United States",22,,Wilson Ave Kearny,,,Kearny,NJ,7032,,40.75878,-74.15653,1,U,U,,0,3.4017E+14,A0502302,,,0
5561,LACORDAIRE ACADEMY ELEMENTARY,"153 Lorraine Ave Montclair, NJ 07043-1912 United States",153,,Lorraine Ave Montclair,,,Montclair,NJ,7043,,40.84104,-74.20121,1,U,U,,0,3.4013E+14,863533,,,0
5562,LACORDAIRE ACADEMY SECONDARY,"155 Lorraine Ave Montclair, NJ 07043-1912 United States",155,,Lorraine Ave Montclair,,,Montclair,NJ,7043,,40.84111,-74.2015,1,U,U,,0,3.4013E+14,862562,,,0
5567,LEARNING INSTITUTE OF UNION CITY,"324 34th St Union City, NJ 07087-4704 United States",324,,34th St Union City,,,Union City,NJ,7087,,40.77203,-74.02662,1,U,U,,0,3.4017E+14,869331,,,0
5581,LITTLE SCHOLAR NURSERY SCHOOL,"444 Union Ave Belleville, NJ 07109-2205 United States",444,,Union Ave Belleville,,,Belleville,NJ,7109,,40.798782,-74.155021,1,U,U,,0,3.4013E+14,A0106812,,,0
5586,LOOKING GLASS CHILDREN'S CENTER,"16 Bellevue Ave Bloomfield, NJ 07003-3034 United States",16,,Bellevue Ave Bloomfield,,,Bloomfield,NJ,7003,,40.837587,-74.187514,1,U,U,,0,3.4013E+14,A0106829,,,0
5595,MADRASATU AHLIS SUNNAH,"215 N Oraton Pkwy East Orange, NJ 07017-4411 United States",215,,N Oraton Pkwy East Orange,,,East Orange,NJ,7017,,40.765289,-74.205193,1,U,U,,0,3.4013E+14,A9303611,,,0
5604,MATER DEI ACADEMY,"131 Midland Ave Kearny, NJ 07032-2740 United States",131,,Midland Ave Kearny,,,Kearny,NJ,7032,,40.769909,-74.143341,1,U,U,,0,3.4017E+14,862176,,,0
5611,MERIT PREPARTORY OF NEWARK CHARTER SCHOOL,"909 Broad St Newark, NJ 07102-2622 United States",909,,Broad St Newark,,,Newark,NJ,7102,,40.732156,-74.1741,1,U,U,,-999,3.4013E+14,ZZZZ,,,0
5620,MIFTAAHUL ULOOM SCHOOL,"501 15th St Union City, NJ 07087-3222 United States",501,,15th St Union City,,,Union City,NJ,7087,,40.761749,-74.036468,1,U,U,,0,3.4017E+14,A0302098,,,0
5622,MILTON SCHOOL,"240 Franklin Ave Maplewood, NJ 07040-3524 United States",240,,Franklin Ave Maplewood,,,Maplewood,NJ,7040,,40.719157,-74.270641,1,U,U,,-999,3.4013E+14,ZZZZ,,,0
5629,MONT-VAIL DAYCARE CENTER,"865 Sanford Ave, #71 Irvington, NJ 07111-1511 United States",865,,Sanford Ave,,,Irvington,NJ,7111,,40.73267,-74.238586,1,U,U,,0,3.4013E+14,A0106887,,,0
5650,MOTHER SETON SCHOOL,"1501 New York Ave Union City, NJ 07087-4323 United States",1501,,New York Ave Union City,,,Union City,NJ,7087,,40.76125,-74.034981,1,U,U,,0,3.4017E+14,A9300585,,,0
5652,MOUNT CARMEL GUILD SCHOOL & PRESCHOOL,"236 Hoover Ave Bloomfield, NJ 07003-3831 United States",236,,Hoover Ave Bloomfield,,,Bloomfield,NJ,7003,,40.810482,-74.185825,1,U,U,,0,3.4013E+14,A0502315,,,0
5653,MOUNT SAINT DOMINIC ACADEMY,"3 Ryerson Ave Caldwell, NJ 07006-6109 United States",3,,Ryerson Ave Caldwell,,,Caldwell,NJ,7006,,40.835232,-74.267208,1,U,U,,0,3.4013E+14,862664,,,0
5659,MUSTARD SEED SCHOOL,"422 Willow Ave, Ste 3 Hoboken, NJ 07030-3809 United States",422,,Willow Ave,,,Hoboken,NJ,7030,,40.742359,-74.033203,1,U,U,,0,3.4017E+14,2043836,,,0
5672,NEW LIFE CHILD CARE LEARNING CENTER,"302 Chancellor Ave Newark, NJ 07112-1219 United States",302,,Chancellor Ave Newark,,,Newark,NJ,7112,,40.709042,-74.220848,1,U,U,,0,3.4013E+14,A0106932,,,0
5674,NEWARK ACADEMY,"91 S Orange Ave Livingston, NJ 07039-4901 United States",91,,S Orange Ave Livingston,,,Livingston,NJ,7039,,40.776119,-74.360451,1,U,U,,0,3.4013E+14,868564,,,0
5675,NEWARK BOYS CHORUS SCHOOL,"1016 Broad St Newark, NJ 07102-2410 United States",1016,,Broad St Newark,,,Newark,NJ,7102,,40.728359,-74.1763,1,U,U,,0,3.4013E+14,2043676,,,0
5676,NEWARK CHRISTIAN SCHOOL,"275 Sussex Ave Newark, NJ 07107-3120 United States",275,,Sussex Ave Newark,,,Newark,NJ,7107,,40.74949,-74.18766,1,U,U,,0,3.4013E+14,A9104400,,,0
5677,NEWARK DAY CENTER,"43 Hill St Newark, NJ 07102-2649 United States",43,,Hill St Newark,,,Newark,NJ,7102,,40.732239,-74.176651,1,U,U,,0,3.4013E+14,A0106912,,,0
5678,NEWARK PREP CHARTER SCHOOL,"570 Broad St Newark, NJ 07102-4509 United States",570,,Broad St Newark,,,Newark,NJ,7102,,40.741901,-74.16909,1,U,U,,-999,3.4013E+14,ZZZZ,,,0
5682,NORTH REG UNIT KEARN,"30 Hackensack Avenue, Kearny, NJ 07032, USA",30,,"Hackensack Avenue, Kearny",,,Kearny,NJ,7032,,40.729936,-74.102369,1,U,U,,0,3.4017E+14,3.40009E+11,,,0
5684,NORTHERN STATE PRISON,"168 Frontage Rd Newark, NJ 07114-3721 United States",168,,Frontage Rd Newark,,,Newark,NJ,7114,,40.711842,-74.170189,1,U,U,,0,3.4014E+14,3.40009E+11,,,0
5686,NORTHWEST ESSEX COMMUNITY HEALTHCARE NETWORK THERA,"570 Belleville Ave Belleville, NJ 07109-1308 United States",570,,Belleville Ave Belleville,,,Belleville,NJ,7109,,40.794269,-74.172584,1,U,U,,0,3.4013E+14,A1101519,,,0
5699,OUR LADY HELP CHRISTIANS SCHOOL,"23 N Clinton St East Orange, NJ 07017-3503 United States",23,,N Clinton St East Orange,,,East Orange,NJ,7017,,40.764497,-74.214411,1,U,U,,0,3.4013E+14,861547,,,0
5706,OUR LADY OF MERCY SCHOOL,"254 Bartholdi Ave Jersey City, NJ 07305-1806 United States",254,,Bartholdi Ave Jersey City,,,Jersey City,NJ,7305,,40.70013,-74.099548,1,U,U,,0,3.4017E+14,862289,,,0
5713,OUR LADY OF SORROWS SCHOOL,"172 Academy St South Orange, NJ 07079-1800 United States",172,,Academy St South Orange,,,South Orange,NJ,7079,,40.742177,-74.259846,1,U,U,,0,3.4013E+14,862391,,,0
5715,OUR LADY OF THE LAKE SCHOOL,"26 Lakeside Ave Verona, NJ 07044-1819 United States",26,,Lakeside Ave Verona,,,Verona,NJ,7044,,40.83074,-74.24572,1,U,U,,0,3.4013E+14,863544,,,0
5736,PERPETUAL HELP DAY NURSERY,"170 Broad St Newark, NJ 07104-3807 United States",170,,Broad St Newark,,,Newark,NJ,7104,,40.756234,-74.168931,1,U,U,,0,3.4013E+14,A0302114,,,0
5743,PLAYHOUSE COOP SCHOOL,"88 Franklin Ave West Orange, NJ 07052-6044 United States",88,,Franklin Ave West Orange,,,West Orange,NJ,7052,,40.791672,-74.227997,1,U,U,,0,3.4013E+14,A0502326,,,0
5750,PRECIOUS STEPS,"809 7th St Union City, NJ 07087-3409 United States",809,,7th St Union City,,,Union City,NJ,7087,,40.758311,-74.043991,1,U,U,,0,3.4017E+14,A1171136,,,0
5754,PRIMARY PREP ELEMENTARY SCHOOL,"41 Tuers Ave Jersey City, NJ 07306-3222 United States",41,,Tuers Ave Jersey City,,,Jersey City,NJ,7306,,40.726332,-74.066256,1,U,U,,0,3.4017E+14,A9502823,,,0
5769,QUEEN OF ANGELS SCHOOL,"44 Irvine Turner Blvd Newark, NJ 07103-2950 United States",44,,Irvine Turner Blvd Newark,,,Newark,NJ,7103,,40.733248,-74.18879,1,U,U,,0,3.4013E+14,862052,,,0
5771,RABBI BARRY H GREENE ECC AT TEMPLE BNAI JESHURUN,"1025 S Orange Ave Short Hills, NJ 07078-3135 United States",1025,,S Orange Ave Short Hills,,,Short Hills,NJ,7078,,40.755951,-74.311943,1,U,U,,0,3.4013E+14,A0106331,,,0
5786,RESURRECTION SCHOOL A PEACEABLE SCHOOL,"189 Brunswick St Jersey City, NJ 07302-2334 United States",189,,Brunswick St Jersey City,,,Jersey City,NJ,7302,,40.726325,-74.050359,1,U,U,,0,3.4017E+14,862471,,,0
